Latitude,Longitude,Crossroad,Slope,Traffic_Light,Distance,Probability
37.61852021,127.0744496,0,1,0,857.1511607592047,0.0
37.61852021,127.0746472,0,1,0,845.4250674552351,0.0
37.61852021,127.0748448,0,1,0,833.8973111912412,0.0
37.61852021,127.0750424,0,1,0,822.5762306160173,0.0
37.61852021,127.0752401,0,1,0,811.4649116650003,0.0
37.61852021,127.0754377,0,1,0,800.5835598224606,0.0
37.61852021,127.0756353,0,1,0,789.9357684568736,0.0
37.61852021,127.075833,0,1,0,779.5259060835749,0.0
37.61852021,127.0760306,0,1,0,769.374371884582,0.0
37.61852021,127.0762282,0,1,0,759.4859831542108,0.0
37.61852021,127.0764258,0,1,0,749.8711500919705,0.0
37.61852021,127.0766235,0,1,0,740.5358797373103,0.0
37.61852021,127.0768211,0,1,0,731.5004963355892,0.0
37.61852021,127.0770187,0,1,0,722.7712720756914,0.0
37.61852021,127.0772164,0,1,0,714.3552557770481,0.0
37.61852021,127.077414,0,1,0,706.272306468052,0.0
37.61871784,127.0726709,0,1,1,956.3069738086148,0.0
37.61871784,127.0728685,0,1,0,942.924106503732,0.0
37.61871784,127.0730662,0,1,0,929.6677132671608,0.0
37.61871784,127.0732638,0,1,0,916.556981403732,0.0
37.61871784,127.0734614,0,1,0,903.5912185610956,0.0
37.61871784,127.073659,0,1,0,890.7767550765325,0.0
37.61871784,127.0738567,0,1,0,878.1138507452728,0.0
37.61871784,127.0740543,0,1,0,865.622245901483,0.0
37.61871784,127.0742519,0,1,0,853.3027348807024,0.0
37.61871784,127.0744496,0,1,0,841.1567822256042,0.0
37.61871784,127.0746472,0,1,0,829.2045692378616,0.0
37.61871784,127.0748448,0,1,0,817.4481329326119,0.0
37.61871784,127.0750424,0,1,0,805.8960413397328,0.0
37.61871784,127.0752401,0,1,0,794.551524697706,0.0
37.61871784,127.0754377,0,1,0,783.4353230626668,0.0
37.61871784,127.0756353,0,1,0,772.5512490896552,0.0
37.61871784,127.075833,0,1,0,761.903928239867,0.0
37.61871784,127.0760306,0,1,0,751.5144200357194,0.0
37.61871784,127.0762282,0,1,0,741.3878864691864,0.0
37.61871784,127.0764258,0,1,0,731.5352485781377,0.0
37.61871784,127.0766235,0,1,0,721.9629521900162,0.0
37.61871784,127.0768211,0,1,0,712.6921682262913,0.0
37.61871784,127.0770187,0,1,0,703.7297037889286,0.0
37.61871784,127.0772164,0,1,0,695.083194922696,0.0
37.61871784,127.077414,0,1,0,686.7734836284721,0.0
37.61871784,127.0776116,0,1,0,678.8083196275268,0.0
37.61871784,127.0778092,0,1,0,671.1999693094331,0.0
37.61871784,127.0780069,0,1,0,663.9571309180881,0.0
37.61891547,127.0724733,0,1,0,956.2153388941028,0.0
37.61891547,127.0726709,0,1,1,942.5099145117252,0.0
37.61891547,127.0728685,0,1,0,928.9283336125822,0.0
37.61891547,127.0730662,0,1,0,915.4693339708424,0.0
37.61891547,127.0732638,0,1,1,902.1523202058446,0.0
37.61891547,127.0734614,0,1,1,888.9765248231386,0.0
37.61891547,127.073659,0,1,0,875.9483203553716,0.0
37.61891547,127.0738567,0,1,0,863.0679156136731,0.0
37.61891547,127.0740543,0,1,0,850.3553507752806,0.0
37.61891547,127.0742519,0,1,0,837.8114129318618,0.0
37.61891547,127.0744496,0,1,0,825.437576850337,0.0
37.61891547,127.0746472,0,1,0,813.2544077393666,0.0
37.61891547,127.0748448,0,1,0,801.2640111458263,0.0
37.61891547,127.0750424,0,1,0,789.4751704893911,0.0
37.61891547,127.0752401,0,1,0,777.8912449919715,0.0
37.61891547,127.0754377,0,1,0,766.5335059124901,0.0
37.61891547,127.0756353,0,1,0,755.4059754545515,0.0
37.61891547,127.075833,0,1,0,744.5135288088546,0.0
37.61891547,127.0760306,0,1,0,733.8778944965759,0.0
37.61891547,127.0762282,0,1,0,723.504581118303,0.0
37.61891547,127.0764258,0,1,0,713.4050316508929,0.0
37.61891547,127.0766235,0,1,0,703.5861429790638,0.0
37.61891547,127.0768211,0,1,0,694.0699664037461,0.0
37.61891547,127.0770187,0,1,0,684.8638706725742,0.0
37.61891547,127.0772164,0,1,0,675.9761130191774,0.0
37.61891547,127.077414,0,1,0,667.4285773381943,0.0
37.61891547,127.0776116,0,1,0,659.2297412448562,0.0
37.61891547,127.0778092,0,1,0,651.3927717212568,0.0
37.61891547,127.0780069,0,1,0,643.9272021374658,0.0
37.61891547,127.0782045,0,1,0,636.8537747007928,0.0
37.61891547,127.0784021,0,1,1,630.1816916296642,0.0
37.6191131,127.0724733,0,1,0,942.9291898406292,0.0
37.6191131,127.0726709,0,1,0,929.0278202750104,0.0
37.6191131,127.0728685,0,1,0,915.2462337780836,0.0
37.6191131,127.0730662,0,1,0,901.583044918864,0.0
37.6191131,127.0732638,0,1,1,888.0578577099438,0.0
37.6191131,127.0734614,0,1,1,874.6698086749248,0.0
37.6191131,127.073659,0,1,0,861.425291930301,0.0
37.6191131,127.0738567,0,1,0,848.3244427387644,0.0
37.6191131,127.0740543,0,1,0,835.3875829100001,0.0
37.6191131,127.0742519,0,1,0,822.6154697174649,0.0
37.6191131,127.0744496,0,1,0,810.0095649834941,0.0
37.6191131,127.0746472,0,1,0,797.5908016432966,0.0
37.6191131,127.0748448,0,1,0,785.361332238904,0.0
37.6191131,127.0750424,0,1,0,773.3301373202032,0.0
37.6191131,127.0752401,0,1,0,761.5006853360301,0.0
37.6191131,127.0754377,0,1,0,749.8947706493195,0.0
37.6191131,127.0756353,0,1,0,738.516610599617,0.0
37.6191131,127.075833,0,1,0,727.3713180956913,0.0
37.6191131,127.0760306,0,1,0,716.4812946872607,0.0
37.6191131,127.0762282,0,1,0,705.8523929917056,0.0
37.6191131,127.0764258,0,1,0,695.4965848618396,0.0
37.6191131,127.0766235,0,1,0,685.4212266530964,0.0
37.6191131,127.0768211,0,1,0,675.649281042802,0.0
37.6191131,127.0770187,0,1,0,666.1887028521583,0.0
37.6191131,127.0772164,0,1,0,657.048403071371,0.0
37.6191131,127.077414,0,1,0,648.2513671237613,0.0
37.6191131,127.0776116,0,1,0,639.8068535001019,0.0
37.6191131,127.0778092,0,1,0,631.7289991746678,0.0
37.6191131,127.0780069,0,1,0,624.0282467213127,0.0
37.6191131,127.0782045,1,1,0,616.7266537830825,0.0
37.6191131,127.0784021,0,1,0,609.8344218500451,0.0
37.6191131,127.0785998,0,1,0,603.3624152701311,0.0
37.6191131,127.0787974,0,1,0,597.3309425376577,0.1
37.6191131,127.078995,0,1,0,591.7499889926951,0.1
37.61931073,127.0724733,1,1,0,929.97256995411,0.0
37.61931073,127.0726709,0,1,0,915.8746004959336,0.0
37.61931073,127.0728685,0,1,0,901.8920827895636,0.0
37.61931073,127.0730662,0,1,0,888.0234869789945,0.0
37.61931073,127.0732638,0,1,0,874.2885962456353,0.0
37.61931073,127.0734614,0,1,0,860.6864282801392,0.0
37.61931073,127.073659,0,1,0,847.223375691785,0.0
37.61931073,127.0738567,0,1,0,833.8994750160774,0.0
37.61931073,127.0740543,0,1,0,820.7353080416341,0.0
37.61931073,127.0742519,0,1,0,807.7315763891976,0.0
37.61931073,127.0744496,0,1,0,794.8897021292927,0.0
37.61931073,127.0746472,0,1,0,782.2309653311456,0.0
37.61931073,127.0748448,0,1,0,769.7575396793452,0.0
37.61931073,127.0750424,0,1,0,757.4785797993427,0.0
37.61931073,127.0752401,0,1,0,745.3976385783533,0.0
37.61931073,127.0754377,0,1,0,733.5370198612296,0.0
37.61931073,127.0756353,0,1,0,721.901116226995,0.0
37.61931073,127.075833,0,1,0,710.4952605727741,0.0
37.61931073,127.0760306,0,1,0,699.3425257641098,0.0
37.61931073,127.0762282,0,1,0,688.4491002133481,0.0
37.61931073,127.0764258,0,1,0,677.8274861819731,0.0
37.61931073,127.0766235,0,1,0,667.485502764551,0.0
37.61931073,127.0768211,0,1,0,657.4470509352442,0.0
37.61931073,127.0770187,0,1,0,647.7206923998945,0.0
37.61931073,127.0772164,0,1,0,638.3160217986027,0.0
37.61931073,127.077414,0,1,0,629.2571852653642,0.0
37.61931073,127.0776116,0,1,0,620.5542755713245,0.0
37.61931073,127.0778092,0,1,0,612.2224716931296,0.0
37.61931073,127.0780069,0,1,0,604.2732038241762,0.0
37.61931073,127.0782045,1,1,0,596.729957118585,0.30000000000000004
37.61931073,127.0784021,1,1,0,589.6040372840399,0.30000000000000004
37.61931073,127.0785998,0,1,0,582.907474425562,0.1
37.61931073,127.0787974,0,1,0,576.6621140186361,0.1
37.61931073,127.078995,0,1,0,570.8791517870354,0.1
37.61931073,127.0791926,0,1,0,565.5727719251912,0.1
37.61931073,127.0793903,0,1,0,560.7541930256727,0.1
37.61931073,127.0795879,0,1,0,556.4410214376114,0.1
37.61950836,127.0722756,1,1,0,931.7673226007364,0.0
37.61950836,127.0724733,0,1,0,917.3594419729432,0.0
37.61950836,127.0726709,0,1,0,903.0646255494414,0.0
37.61950836,127.0728685,0,1,0,888.8806616462906,0.0
37.61950836,127.0730662,0,1,0,874.8058533551377,0.0
37.61950836,127.0732638,1,1,1,860.8601405031249,0.0
37.61950836,127.0734614,1,1,1,847.0423971331734,0.0
37.61950836,127.073659,0,1,0,833.3589887662102,0.0
37.61950836,127.0738567,0,1,0,819.8098253947676,0.0
37.61950836,127.0740543,0,1,0,806.4157235260285,0.0
37.61950836,127.0742519,0,1,0,793.1772998969819,0.0
37.61950836,127.0744496,0,1,0,780.0959061780811,0.0
37.61950836,127.0746472,0,1,0,767.1931441808596,0.0
37.61950836,127.0748448,0,1,0,754.4711781829724,0.0
37.61950836,127.0750424,0,1,0,741.9393085155916,0.0
37.61950836,127.0752401,0,1,0,729.6011420823652,0.0
37.61950836,127.0754377,0,1,0,717.4794722258582,0.0
37.61950836,127.0756353,0,1,0,705.5788405182328,0.0
37.61950836,127.075833,0,1,0,693.9047753861132,0.0
37.61950836,127.0760306,0,1,0,682.4810122976372,0.0
37.61950836,127.0762282,0,1,0,671.3140603148662,0.0
37.61950836,127.0764258,0,1,0,660.4169467787685,0.0
37.61950836,127.0766235,0,1,0,649.7979501004086,0.0
37.61950836,127.0768211,0,1,0,639.4819307009278,0.0
37.61950836,127.0770187,0,1,0,629.4780727062697,0.0
37.61950836,127.0772164,0,1,0,619.7966799611703,0.0
37.61950836,127.077414,0,1,0,610.463116443887,0.0
37.61950836,127.0776116,0,1,0,601.488361628152,0.0
37.61950836,127.0778092,0,1,0,592.8887099566498,0.1
37.61950836,127.0780069,0,1,0,584.6766611675791,0.1
37.61950836,127.0782045,0,1,0,576.8772478260562,0.1
37.61950836,127.0784021,0,1,0,569.5029943648356,0.1
37.61950836,127.0785998,0,1,0,562.5672265802942,0.1
37.61950836,127.0787974,0,1,0,556.0934936469691,0.1
37.61950836,127.078995,0,1,0,550.0943587402996,0.1
37.61950836,127.0791926,0,1,0,544.5855065520041,0.1
37.61950836,127.0793903,0,1,0,539.5795520833223,0.1
37.61950836,127.0795879,0,1,0,535.0957401983069,0.1
37.61950836,127.0797855,0,1,0,531.1445659305693,0.1
37.61950836,127.0799832,0,1,0,527.736408740128,0.1
37.61970598,127.0722756,0,1,0,919.704617988648,0.0
37.61970598,127.0724733,0,1,0,905.1047770719156,0.0
37.61970598,127.0726709,0,1,0,890.6133273156532,0.0
37.61970598,127.0728685,0,1,0,876.22786938337,0.0
37.61970598,127.0730662,0,1,0,861.9465154430815,0.0
37.61970598,127.0732638,1,1,1,847.7893371987367,0.0
37.61970598,127.0734614,1,1,1,833.7550383850953,0.0
37.61970598,127.073659,0,1,0,819.8499294195959,0.0
37.61970598,127.0738567,0,1,0,806.0737633527673,0.0
37.61970598,127.0740543,0,1,0,792.4475624299986,0.0
37.61970598,127.0742519,0,1,0,778.9718258141961,0.0
37.61970598,127.0744496,0,1,0,765.6478001552339,0.0
37.61970598,127.0746472,0,1,0,752.4973784625067,0.0
37.61970598,127.0748448,0,1,0,739.5226800319044,0.0
37.61970598,127.0750424,0,1,0,726.7331167224661,0.0
37.61970598,127.0752401,0,1,0,714.1323128175129,0.0
37.61970598,127.0754377,0,1,0,701.7435239276313,0.0
37.61970598,127.0756353,0,1,0,689.5714071163729,0.0
37.61970598,127.075833,0,1,0,677.6216540644126,0.0
37.61970598,127.0760306,0,1,0,665.9186457034832,0.0
37.61970598,127.0762282,0,1,0,654.4691882055652,0.0
37.61970598,127.0764258,0,1,0,643.2868200901743,0.0
37.61970598,127.0766235,0,1,0,632.3802671234288,0.0
37.61970598,127.0768211,0,1,0,621.7753624416122,0.0
37.61970598,127.0770187,0,1,0,611.4819207534014,0.0
37.61970598,127.0772164,0,1,0,601.5109741565168,0.0
37.61970598,127.077414,0,1,0,591.8891573605317,0.1
37.61970598,127.0776116,0,1,0,582.6283859796853,0.1
37.61970598,127.0778092,0,1,0,573.7461430560411,0.1
37.61970598,127.0780069,0,1,0,565.256081874919,0.1
37.61970598,127.0782045,0,1,0,557.1849092744868,0.1
37.61970598,127.0784021,0,1,0,549.5464922329636,0.1
37.61970598,127.0785998,0,1,0,542.3555953693791,0.1
37.61970598,127.0787974,0,1,0,535.6376576873558,0.1
37.61970598,127.078995,0,1,0,529.4067885984593,0.1
37.61970598,127.0791926,0,1,0,523.6803741525107,0.1
37.61970598,127.0793903,0,1,0,518.4726297298337,0.1
37.61970598,127.0795879,0,1,0,513.8046698304437,0.1
37.61970598,127.0797855,0,1,0,509.68848199394125,0.1
37.61970598,127.0799832,0,1,0,506.1358764822516,0.1
37.61970598,127.0801808,0,1,0,503.162419008876,0.1
37.61970598,127.0803784,0,1,0,500.776450444715,0.1
37.61970598,127.080576,0,1,0,498.98639832597246,0.125
37.61990361,127.072078,0,1,0,922.887741029719,0.0
37.61990361,127.0722756,0,1,0,908.0129469102044,0.0
37.61990361,127.0724733,0,1,0,893.2220640509819,0.0
37.61990361,127.0726709,0,1,0,878.5346698890576,0.0
37.61990361,127.0728685,0,1,0,863.9481547259783,0.0
37.61990361,127.0730662,0,1,0,849.4604148769943,0.0
37.61990361,127.0732638,0,1,0,835.0916270509483,0.0
37.61990361,127.0734614,0,1,0,820.8402963239718,0.0
37.61990361,127.073659,0,1,0,806.712647681777,0.0
37.61990361,127.0738567,0,1,0,792.7082443555934,0.0
37.61990361,127.0740543,0,1,0,778.8482816359863,0.0
37.61990361,127.0742519,0,1,0,765.1331049631804,0.0
37.61990361,127.0744496,0,1,0,751.5638173103382,0.0
37.61990361,127.0746472,0,1,0,738.1625669670684,0.0
37.61990361,127.0748448,1,1,1,724.9313873883036,0.0
37.61990361,127.0750424,1,1,0,711.8797615684606,0.0
37.61990361,127.0752401,0,1,0,699.0112877943661,0.0
37.61990361,127.0754377,0,1,0,686.3496486903682,0.0
37.61990361,127.0756353,0,1,0,673.899575170081,0.0
37.61990361,127.075833,0,1,0,661.6668809825806,0.0
37.61990361,127.0760306,0,1,0,649.6765655504602,0.0
37.61990361,127.0762282,0,1,0,637.9356986622957,0.0
37.61990361,127.0764258,0,1,0,626.4583057125296,0.0
37.61990361,127.0766235,0,1,0,615.2535372729153,0.0
37.61990361,127.0768211,0,1,0,604.348202260116,0.0
37.61990361,127.0770187,0,1,0,593.752744321717,0.1
37.61990361,127.0772164,0,1,0,583.4789337785116,0.1
37.61990361,127.077414,0,1,0,573.5547221128325,0.1
37.61990361,127.0776116,0,1,0,563.9930050279056,0.1
37.61990361,127.0778092,0,1,0,554.8125246844274,0.1
37.61990361,127.0780069,0,1,0,546.028172055144,0.1
37.61990361,127.0782045,0,1,0,537.6684608447306,0.1
37.61990361,127.0784021,0,1,0,529.748733138523,0.1
37.61990361,127.0785998,0,1,0,522.2853490546103,0.1
37.61990361,127.0787974,0,1,0,515.3058447102328,0.1
37.61990361,127.078995,0,1,0,508.8260790434545,0.1
37.61990361,127.0791926,0,1,0,502.8653708536244,0.1
37.61990361,127.0793903,0,1,0,497.43977438228814,0.125
37.61990361,127.0795879,0,1,0,492.57254583203934,0.125
37.61990361,127.0797855,0,1,0,488.2774150462948,0.125
37.61990361,127.0799832,0,1,0,484.5678697796511,0.125
37.61990361,127.0801808,0,1,0,481.4612371115967,0.125
37.61990361,127.0803784,0,1,0,478.96718324512807,0.125
37.61990361,127.080576,0,1,0,477.09531519126665,0.125
37.61990361,127.0807737,0,1,0,475.8525071016822,0.125
37.61990361,127.0809713,0,1,0,475.244954678933,0.125
37.61990361,127.0811689,0,1,0,475.27430263749807,0.125
37.62010124,127.072078,0,1,0,911.76667993955,0.0
37.62010124,127.0722756,0,1,0,896.7074663784322,0.0
37.62010124,127.0724733,0,1,0,881.7269957487797,0.0
37.62010124,127.0726709,0,1,0,866.844896563206,0.0
37.62010124,127.0728685,0,1,0,852.0583255392268,0.0
37.62010124,127.0730662,0,1,0,837.3649374661579,0.0
37.62010124,127.0732638,0,1,0,822.784985260245,0.0
37.62010124,127.0734614,0,1,0,808.3167455907873,0.0
37.62010124,127.073659,0,1,0,793.9663256000931,0.0
37.62010124,127.0738567,0,1,0,779.7330635992571,0.0
37.62010124,127.0740543,0,1,0,765.6382915649561,0.0
37.62010124,127.0742519,0,1,0,751.6821617586481,0.0
37.62010124,127.0744496,0,1,0,737.8655908734673,0.0
37.62010124,127.0746472,0,1,0,724.2109409885093,0.0
37.62010124,127.0748448,1,1,1,710.7201134466563,0.0
37.62010124,127.0750424,0,1,0,697.4026154369318,0.0
37.62010124,127.0752401,0,1,0,684.2619687048345,0.0
37.62010124,127.0754377,0,1,0,671.322238748712,0.0
37.62010124,127.0756353,0,1,0,658.5881796803525,0.0
37.62010124,127.075833,0,1,0,646.0656760886427,0.0
37.62010124,127.0760306,0,1,0,633.780307404608,0.0
37.62010124,127.0762282,0,1,0,621.7393618259415,0.0
37.62010124,127.0764258,0,1,0,609.9573147274249,0.0
37.62010124,127.0766235,0,1,0,598.4437058784001,0.1
37.62010124,127.0768211,0,1,0,587.2263097900827,0.1
37.62010124,127.0770187,0,1,0,576.316184459521,0.1
37.62010124,127.0772164,0,1,0,565.7258358914687,0.1
37.62010124,127.077414,0,1,0,555.4845677552099,0.1
37.62010124,127.0776116,0,1,0,545.6062906445485,0.1
37.62010124,127.0778092,0,1,0,536.1110701349093,0.1
37.62010124,127.0780069,0,1,0,527.0151158730833,0.1
37.62010124,127.0782045,0,1,0,518.3488840063973,0.1
37.62010124,127.0784021,0,1,0,510.1293311483518,0.1
37.62010124,127.0785998,0,1,0,502.37458230434,0.1
37.62010124,127.0787974,0,1,0,495.1144998402444,0.125
37.62010124,127.078995,0,1,0,488.366922216472,0.125
37.62010124,127.0791926,0,1,0,482.1533669226964,0.125
37.62010124,127.0793903,0,1,0,476.4920058048998,0.125
37.62010124,127.0795879,0,1,0,471.4085575966168,0.125
37.62010124,127.0797855,0,1,0,466.91879434363045,0.125
37.62010124,127.0799832,0,1,0,463.03818037302665,0.125
37.62010124,127.0801808,0,1,0,459.78610992423546,0.125
37.62010124,127.0803784,0,1,0,457.1738324003484,0.125
37.62010124,127.080576,0,1,0,455.2123624646872,0.125
37.62010124,127.0807737,0,1,0,453.9096461042745,0.125
37.62010124,127.0809713,0,1,0,453.2726848106073,0.125
37.62010124,127.0811689,0,1,0,453.3034552273338,0.125
37.62010124,127.0813665,0,1,0,454.00182158596846,0.125
37.62010124,127.0815642,0,0,0,455.36556940916967,0.0
37.62029887,127.072078,0,1,0,901.0444028171928,0.0
37.62029887,127.0722756,0,1,0,885.8029633369191,0.0
37.62029887,127.0724733,0,1,0,870.6349266210367,0.0
37.62029887,127.0726709,0,1,0,855.5599478084857,0.0
37.62029887,127.0728685,0,1,0,840.5749266323521,0.0
37.62029887,127.0730662,0,1,0,825.6772502912936,0.0
37.62029887,127.0732638,0,1,0,810.8872174755112,0.0
37.62029887,127.0734614,0,1,0,796.2028456569959,0.0
37.62029887,127.073659,0,1,0,781.6300899663644,0.0
37.62029887,127.0738567,0,1,0,767.1680268150907,0.0
37.62029887,127.0740543,0,1,0,752.8380850559934,0.0
37.62029887,127.0742519,0,1,0,738.6401812783903,0.0
37.62029887,127.0744496,0,1,0,724.5749995669461,0.0
37.62029887,127.0746472,0,1,0,710.6650687356849,0.0
37.62029887,127.0748448,0,1,0,696.9121063608109,0.0
37.62029887,127.0750424,0,1,0,683.3255901864524,0.0
37.62029887,127.0752401,0,1,0,669.908907438708,0.0
37.62029887,127.0754377,0,1,0,656.6864528204785,0.0
37.62029887,127.0756353,0,1,0,643.6629432499961,0.0
37.62029887,127.075833,0,1,0,630.8442718682372,0.0
37.62029887,127.0760306,0,1,0,618.2565465734065,0.0
37.62029887,127.0762282,0,1,0,605.9072153047726,0.0
37.62029887,127.0764258,0,1,0,593.8111516985522,0.1
37.62029887,127.0766235,0,1,0,581.9782334271739,0.1
37.62029887,127.0768211,0,1,0,570.4371738792368,0.1
37.62029887,127.0770187,0,1,0,559.1996143145128,0.1
37.62029887,127.0772164,0,1,0,548.2787773807207,0.1
37.62029887,127.077414,0,1,0,537.7053392609679,0.1
37.62029887,127.0776116,0,1,0,527.4942465665216,0.1
37.62029887,127.0778092,0,1,0,517.6669417638627,0.1
37.62029887,127.0780069,0,1,0,508.24102661935626,0.1
37.62029887,127.0782045,0,1,0,499.2490344645904,0.125
37.62029887,127.0784021,0,1,0,490.7096797838197,0.125
37.62029887,127.0785998,0,1,0,482.643032844737,0.125
37.62029887,127.0787974,0,1,0,475.0815334354549,0.125
37.62029887,127.078995,0,1,0,468.0452582982708,0.125
37.62029887,127.0791926,0,1,0,461.5582285756923,0.125
37.62029887,127.0793903,0,1,0,455.6410595571851,0.125
37.62029887,127.0795879,0,1,0,450.3223118424956,0.125
37.62029887,127.0797855,0,1,0,445.6201612116999,0.125
37.62029887,127.0799832,0,1,0,441.5524132462431,0.125
